city_name,latitude,longitude,capital,population,country_id
Aurangabad,19.88,75.32,0,1371330,104
Copenhagen,55.6761,12.5683,1,1366301,60
Yangquan,37.8576,113.5762,0,1368502,45
Yutan,28.3147,112.554,0,1368117,45
Huangshan,29.7132,118.3151,0,1358980,45
Auckland,-36.8406,174.74,0,1346091,161
Makassar,-5.1619,119.4362,0,1338663,105
Santiago,19.4572,-70.6889,0,1343423,63
Milwaukee,43.0642,-87.9675,0,1340981,240
Rajkot,22.3,70.7833,0,1335397,104
Prague,50.0875,14.4214,1,1335084,59
Samsun,41.2903,36.3336,0,1335716,232
Liangshi,27.2578,111.7351,0,1335900,45
Barranquilla,10.9833,-74.8019,0,1326588,47
Barranquilla,10.9833,-74.8019,0,1326588,48
Saitama,35.8614,139.6456,0,1325843,113
Guarulhos,-23.4628,-46.5328,0,1324781,31
Al basrah,30.515,47.81,0,1326564,107
Mandalay,21.9831,96.0844,0,1319452,154
Juarez,31.7386,-106.487,0,1321004,145
Juarez,31.7386,-106.487,0,1321004,146
Xintai,35.91,117.78,0,1315942,45
Wusong,30.9333,117.7667,0,1311726,45
Meerut,28.98,77.71,0,1305429,104
Yushu,44.8249,126.5451,0,1304436,45
Rongcheng,26.2312,104.0966,0,1302891,45
Huazhou,21.654,110.6294,0,1302100,45
Adelaide,-34.9275,138.6,0,1295714,13
Baishan,41.9377,126.4179,0,1296127,45
Dayan,26.8808,100.2208,0,1296000,45
Haicheng,40.8523,122.7474,0,1293877,45
Tripoli,32.8872,13.1914,1,1293016,130
Jiangyin,31.9087,120.2653,0,1285785,45
Yicheng,31.3697,119.8239,0,1285785,45
Huaiyin,33.5819,119.028,0,1264000,45
Porto,41.1621,-8.622,0,1278210,184
Cacuaco,-8.8053,13.2444,0,1279488,7
Soweto,-26.2678,27.8585,0,1271628,212
Rosario,-32.9575,-60.6394,0,1276000,10
Canagatan,18.0,121.8,0,1273219,181
Helsinki,60.1708,24.9375,1,1268296,76
Jabalpur,23.1667,79.9333,0,1267564,104
Providence,41.823,-71.4187,0,1270149,240
Rucheng,32.3852,120.5634,0,1267066,45
Nizhniy novgorod,56.3269,44.0075,0,1264075,188
Ahvaz,31.3203,48.6692,0,1261042,106
Jepara,-6.5333,110.6667,0,1257912,105
Shaoyang,32.9387,119.8404,0,1253548,45
Comayaguela,14.0981,-87.2097,0,1250000,100
Laiwu,36.1833,117.6667,0,1248636,45
Sharjah,25.3575,55.3908,0,1247749,238
Kalamboli,19.2333,73.1333,0,1246381,104
Jingling,30.6667,113.1667,0,1247400,45
Kazan,55.7964,49.1089,0,1243500,188
Suwon,37.2667,127.0167,0,1234300,120
Yongcheng,33.9317,116.4459,0,1240382,45
Sumedang,-6.84,107.9208,0,1240000,105
Calgary,51.05,-114.0667,0,1239220,39
Can tho,10.0333,105.7833,0,1237300,248
Yiwu,29.3081,120.0698,0,1234015,45
Bagam,1.0833,104.0333,0,1230097,105
Beidao,34.602,105.918,0,1225000,45
Vasai,19.47,72.8,0,1222390,104
Xiangshui,26.5964,104.8314,0,1221000,45
Jacksonville,30.3322,-81.6749,0,1220191,240
Akcaabat,41.0167,39.55,0,1215351,232
Campinas,-22.9058,-47.0608,0,1213792,31
Dadukou,26.5849,101.7149,0,1214121,45
Mombasa,-4.05,39.6667,0,1208333,117
Lingcheng,22.7,110.35,0,1211637,45
Najafgarh,28.6092,76.9798,0,1203180,104
Vila velha,3.2167,-51.2167,0,1209091,31
Gazipura,23.9889,90.375,0,1199215,18
Chelyabinsk,55.15,61.4,0,1202371,188
Varanasi,25.3189,83.0128,0,1198491,104
Xinyu,27.795,114.9242,0,1202499,45
Qom,34.64,50.8764,0,1201158,106
Hargeysa,9.5631,44.0675,0,1200000,211
Zhangye,38.9355,100.4553,0,1199515,45
Hiroshima,34.3914,132.4519,0,1198021,113
Maiduguri,11.8333,13.15,0,1197497,165
Chiang mai,18.7953,98.9986,0,1198000,226
Doha,25.2867,51.5333,1,1186023,186
Maputo,-25.9667,32.5833,1,1191613,153
Mbandaka,0.0478,18.2558,0,1187837,51
Pikine,14.75,-17.4,0,1170791,199
Medina,24.47,39.61,0,1180770,170
Srinagar,34.09,74.79,0,1180570,104
Omsk,54.9667,73.3833,0,1178391,188
Dublin,53.35,-6.2603,1,1173179,108
Liaoyuan,42.8976,125.1381,0,1176239,45
Cilacap,-7.7167,109.017,0,1174964,105
Yingtan,28.2333,117.0,0,1175000,45
Bandar lampung,-5.45,105.2667,0,1166761,105
Samara,53.2028,50.1408,0,1169719,188
Guankou,28.1417,113.625,0,1168056,45
Ulsan,35.55,129.3167,0,1166033,120
Dhanbad,23.7998,86.4305,0,1162472,104
Dingzhou,38.5158,114.9845,0,1165182,45
Lianyuan,27.6961,111.6659,0,1162928,45
Rongcheng,29.8239,112.9019,0,1162770,45
Kaiyuan,36.0656,113.8153,0,1160000,45
Nay pyi taw,19.7475,96.115,1,1160242,154
Zhuji,29.7169,120.2314,0,1157938,45
Kigali,-1.9536,30.0606,1,1156663,189
Bukavu,-2.5,28.8667,0,1133000,51
Leiyang,26.4179,112.8457,0,1151554,45
Bafoussam,5.4667,10.4167,0,1146000,38
Yichun,47.7235,128.8893,0,1148126,45
Benin city,6.3333,5.6222,0,1147188,165
Rostov,47.2333,39.7,0,1137704,188
Xiantao,30.3833,113.4,0,1140100,45
Amritsar,31.64,74.86,0,1132383,104
Callao,-12.0333,-77.1333,0,1129854,180
Salt lake city,40.7776,-111.9311,0,1135344,240
Aligarh,27.88,78.08,0,1131160,104
Shagamu,6.8333,3.65,0,1132270,165
Yingchuan,34.1511,113.4733,0,1131896,45
Ciudad nezahualcoyotl,19.4081,-99.0186,0,1109363,145
Ciudad nezahualcoyotl,19.4081,-99.0186,0,1109363,146
Tbilisi,41.7225,44.7925,1,1118035,83
Guwahati,26.1722,91.7458,0,1116267,104
Ufa,54.7261,55.9475,0,1115560,188
Fes,34.0433,-5.0033,0,1112072,152
Sao luis,-2.5283,-44.3044,0,1108975,31
Bien hoa,10.95,106.8167,0,1104000,248
!!sevilla,37.24,-5.99,0,1100000,215
N'djamena,12.11,15.05,1,1092066,42
Mexicali,32.6633,-115.4678,0,1102342,145
Mexicali,32.6633,-115.4678,0,1102342,146
Nezahualcoyotl,19.4006,-99.0148,0,1077208,145
Nezahualcoyotl,19.4006,-99.0148,0,1077208,146
Ikare,7.5167,5.75,0,1099931,165
Nashville,36.1715,-86.7842,0,1098486,240
Tamale,9.4075,-0.8533,0,1095808,85
Xibeijie,39.737,98.5049,0,1095947,45
Yuyao,30.0372,121.1546,0,1095000,45
Haora,22.58,88.3294,0,1077075,104
Hanchuan,30.652,113.8274,0,1092700,45
Gongzhuling,43.5036,124.8088,0,1092692,45
Krasnoyarsk,56.0089,92.8719,0,1083865,188
Cologne,50.9364,6.9528,0,1083498,84
Bujumbura,-3.3833,29.3667,1,1075000,35
Bishkek,42.8747,74.6122,1,1074075,122
Zhufeng,36.0,119.4167,0,1081960,45
Sao goncalo,-22.8269,-43.0539,0,1077687,31
Yerevan,40.1814,44.5144,1,1075800,11
Ezhou,30.3972,114.8842,0,1079353,45
Nur-sultan,51.1472,71.4222,1,1078362,116
Tongjin,37.2333,127.2,0,1076369,120
Nouakchott,18.0858,-15.9785,1,1077169,142
Xiashi,30.5333,120.6833,0,1076199,45
Ranchi,23.36,85.33,0,1073440,104
Taixing,32.1724,120.0142,0,1073921,45
Vereeniging,-26.6736,27.9319,0,1074000,212
Gwalior,26.2215,78.178,0,1069276,104
Zhongwei,37.5139,105.1884,0,1067336,45
Goyang,37.65,126.8,0,1061929,120
Oslo,59.9133,10.7389,1,1064235,172
Vijayawada,16.5193,80.6305,0,1048240,104
Chandigarh,30.75,76.78,0,1055450,104
Edmonton,53.5344,-113.4903,0,1062643,39
Sendai,38.2682,140.8694,0,1061177,113
Raleigh,35.8324,-78.6429,0,1062018,240
Mizhou,35.99,119.3801,0,1060000,45
Tunis,36.8064,10.1817,1,1056247,231
Xishan,27.6609,113.4946,0,1060000,45
Barquisimeto,10.0678,-69.3467,0,1059092,246
Barquisimeto,10.0678,-69.3467,0,1059092,247
Hegang,47.3139,130.2775,0,1058665,45
Voronezh,51.6717,39.2106,0,1050602,188
Perm,58.0139,56.2489,0,1048005,188
Changwon,35.2708,128.6631,0,1046054,120
Fangchenggang,21.6,108.3,0,1046068,45
Shouguang,36.8833,118.7333,0,1039205,45
Bogor,-6.5966,106.7972,0,1030720,105
Cartagena,10.4,-75.5,0,1036412,47
Cartagena,10.4,-75.5,0,1036412,48
Matola,-25.9667,32.4667,0,1032197,153
Jodhpur,26.28,73.02,0,1033918,104
Memphis,35.1087,-89.9663,0,1034498,240
Ogbomoso,8.1333,4.25,0,1032000,165
Rangapukur,25.56,89.25,0,1031388,18
Managua,12.1544,-86.2738,1,1028808,162
Managua,12.1544,-86.2738,1,1028808,163
Sanya,18.2533,109.5036,0,1031396,45
Shymkent,42.3167,69.5958,0,1028673,116
Wutong,30.6326,120.5474,0,1029754,45
Niamey,13.515,2.1175,1,1026848,164
Shubra al khaymah,30.1286,31.2422,0,1025569,65
Linhai,28.8523,121.1409,0,1028813,45
Denizli,37.7667,29.0833,0,1027782,232
Maceio,-9.6658,-35.735,0,1025360,31
Monrovia,6.3133,-10.8014,1,1021762,129
Wafangdian,39.6271,121.9972,0,1024876,45
Zhongxiang,31.169,112.5853,0,1022514,45
Louisville,38.1663,-85.6485,0,1022630,240
Odesa,46.4775,30.7326,0,1017699,237
Thu duc,10.8266,106.7609,0,1013795,248
Volgograd,48.7086,44.5147,0,1015586,188
Islamabad,33.6931,73.0639,1,1014825,174
Port-au-prince,18.5333,-72.3333,1,987310,97
Port-au-prince,18.5333,-72.3333,1,987310,98
Xinyi,22.3559,110.9369,0,1013900,45
Raipur,21.25,81.63,0,1010087,104
Arequipa,-16.4,-71.5333,0,1008290,180
Richmond,37.5295,-77.4756,0,1008069,240
Zaoyang,32.1287,112.7581,0,1004741,45
Buffalo,42.9018,-78.8487,0,1004655,240
Shuizhai,33.4433,114.8994,0,1003698,45
Xingyi,25.091,104.9011,0,1004132,45
Kota,25.18,75.83,0,1001694,104
Quetta,30.1833,67.0,0,1001205,174
Kathmandu,27.7172,85.324,1,975453,158
Ottawa,45.4247,-75.695,1,989567,39
Lilongwe,-13.9833,33.7833,1,989318,135
Asmara,15.3228,38.925,1,963000,69
Freetown,8.4844,-13.2344,1,951000,202
Freetown,8.4844,-13.2344,1,951000,203
Vientiane,17.9667,102.6,1,948487,123
Jerusalem,31.7784,35.2066,1,919438,110
Riga,56.9489,24.1064,1,920643,124
Bangui,4.3733,18.5628,1,889231,41
Dushanbe,38.5367,68.78,1,863400,225
Lome,6.1319,1.2228,1,837437,228
Ashgabat,37.95,58.3833,1,828100,233
Zagreb,45.8167,15.9833,1,809268,55
Libreville,0.3903,9.4542,1,797003,81
Cotonou,6.3667,2.4333,1,762000,23
Pretoria,-25.7461,28.1881,1,741651,212
Vilnius,54.6872,25.28,1,708203,132
Winnipeg,49.8844,-97.1464,0,705244,39
Quebec city,46.8139,-71.2081,0,705103,39
Port moresby,-9.4789,147.1494,1,700000,178
Skopje,41.9961,21.4317,1,640000,169
Djibouti,11.5883,43.145,1,603900,61
Kingston,17.9714,-76.7931,1,580000,112
Rabat,34.0209,-6.8416,1,572717,152
San salvador,13.6989,-89.1914,1,567698,66
San salvador,13.6989,-89.1914,1,567698,67
The hague,52.08,4.31,1,548320,159
Asuncion,-25.3,-57.6333,1,524190,179
Juba,4.85,31.6,1,525953,214
Maseru,-29.31,27.48,1,519186,126
Maseru,-29.31,27.48,1,519186,127
Maseru,-29.31,27.48,1,519186,128
Bissau,11.85,-15.5667,1,492004,95
Valletta,35.8983,14.5125,1,480134,139
Bratislava,48.1439,17.1097,1,475503,207
Bratislava,48.1439,17.1097,1,475503,208
Kitchener,43.4186,-80.4728,0,470015,39
Manama,26.225,50.5775,1,436000,17
Tallinn,59.4372,24.7453,1,438341,70
Beirut,33.8869,35.5131,1,361366,125
Cape town,-33.9253,18.4239,1,433688,212
Tirana,41.3289,19.8178,1,418495,2
Sarajevo,43.8564,18.4131,1,419957,29
Wellington,-41.2889,174.7772,1,418500,161
Banjul,13.4531,-16.5775,1,413397,82
Halifax,44.6475,-63.5906,0,403131,39
Canberra,-35.2931,149.1269,1,381488,13
Yamoussoukro,6.8161,-5.2742,1,355573,54
Victoria,48.4283,-123.3647,0,335696,39
Nicosia,35.1725,33.365,1,330000,6
Windhoek,-22.57,17.0836,1,322500,155
Windhoek,-22.57,17.0836,1,322500,156
Saint-denis,-20.8789,55.4481,1,315080,168
Porto-novo,6.4972,2.605,1,300000,23
Sucre,-19.0475,-65.26,1,300000,27
Sucre,-19.0475,-65.26,1,300000,28
Ljubljana,46.0514,14.5061,1,286745,209
Nassau,25.0781,-77.3386,1,274400,16
Bloemfontein,-29.1167,26.2167,1,256185,212
Fort-de-france,14.6,-61.0667,1,253995,141
New delhi,28.6139,77.209,1,249998,104
Gaborone,-24.6581,25.9122,1,231626,30
Paramaribo,5.8522,-55.2039,1,223757,218
Dili,-8.5536,125.5783,1,222323,227
Georgetown,6.8058,-58.1508,1,200500,96
Gibraltar,36.1333,-5.35,1,187083,86
Malabo,3.75,8.7833,1,187302,68
Suva,-18.1416,178.4419,1,185913,75
Noumea,-22.2758,166.458,1,182341,160
Male,4.1753,73.5089,1,133019,137
Port louis,-20.1644,57.5042,1,149194,143
Podgorica,42.4413,19.2629,1,150977,150
Willemstad,12.108,-68.935,1,150000,58
Bern,46.9481,7.4475,1,133883,220
Bern,46.9481,7.4475,1,133883,221
Bern,46.9481,7.4475,1,133883,222
Gitega,-3.4283,29.925,1,135467,35
Reykjavik,64.1467,-21.94,1,135688,103
Luxembourg,49.6117,6.1319,1,132780,133
Papeete,-17.5334,-149.5667,1,131695,79
Praia,14.918,-23.509,1,127832,36
Sri jayewardenepura kotte,6.9108,79.8878,1,115826,216
Bridgetown,13.0975,-59.6167,1,110000,19
Moroni,-11.699,43.256,1,111329,49
Thimphu,27.4722,89.6361,1,104000,25
Thimphu,27.4722,89.6361,1,104000,26
Mbabane,-26.3208,31.1617,1,94874,71
Honiara,-9.4319,159.9556,1,84520,210
Port of spain,10.6667,-61.5167,1,81142,230
Castries,14.0167,-60.9833,1,70000,192
Putrajaya,2.93,101.69,1,67964,136
Cayenne,4.933,-52.33,1,61550,78
Sao tome,0.3361,6.7306,1,56166,198
Port-vila,-17.7333,168.3167,1,51437,245
Bandar seri begawan,4.8903,114.9422,1,50000,32
Monaco,43.7333,7.4167,1,36371,148
Apia,-13.8333,-171.75,1,37708,196
Tarawa,1.3382,173.0176,1,28802,118
Oranjestad,12.5186,-70.0358,1,34980,12
Saint helier,49.1858,-2.11,1,33522,114
Mamoudzou,-12.7794,45.2272,1,32057,144
Majuro,7.0833,171.3833,1,30000,140
Douglas,54.145,-4.482,1,27938,109
George town,19.2866,-81.3744,1,27704,40
Victoria,-4.6167,55.45,1,26450,201
Kingstown,13.1578,-61.225,1,25000,195
Andorra la vella,42.5,1.5,1,22615,5
Saint john's,17.1167,-61.85,1,22219,9
Nuku`alofa,-21.1333,-175.2,1,23221,229
Nuuk,64.1814,-51.6942,1,18326,88
Belmopan,17.2514,-88.7669,1,17222,22
Roseau,15.3014,-61.3883,1,16582,62
Basseterre,17.3,-62.7333,1,13220,191
Torshavn,62.0,-6.7833,1,13326,74
Road town,18.4167,-64.6167,1,12603,249
Pago pago,-14.274,-170.7046,1,12576,4
Grand turk,21.4664,-71.136,1,5801,234
Marigot,18.0706,-63.0847,1,5700,193
Palikir,6.9178,158.185,1,6227,147
Funafuti,-8.5167,179.2,1,6025,235
Vaduz,47.141,9.521,1,5668,131
Lobamba,-26.4465,31.2064,1,5800,71
Avarua??,-21.207,-159.771,1,5445,52
Saint george's,12.05,-61.75,1,4315,89
San marino,43.9346,12.4473,1,4040,197
Tifariti,26.158,-10.567,0,3000,152
Philipsburg,18.0237,-63.0458,1,1894,206
Capitol hill,15.2137,145.7546,1,2500,171
Stanley,-51.7,-57.85,1,2213,73
Hamilton,32.2942,-64.7839,1,854,24
Vatican city,41.904,12.453,1,825,99
Alofi,-19.056,-169.921,1,1611,166
Basse-terre,16.0104,-61.7055,1,307,90
Hagta,13.4745,144.7504,1,1051,91
Brades,16.7928,-62.2106,1,391,151
Yaren,-0.5477,166.9209,1,\N,157
Gustavia,17.8958,-62.8508,1,\N,190
Ngerulmud,7.5006,134.6242,1,271,175
Saint-pierre,46.7811,-56.1764,1,\N,194
The valley,18.2167,-63.05,1,\N,8
Mata-utu,-13.2825,-176.1736,1,\N,251
Kingston,-29.0569,167.9617,1,\N,167
Adamstown,-25.0667,-130.0833,1,\N,182
Flying fish cove,-10.4167,105.7167,1,\N,46
King edward point,-54.2833,-36.5,1,\N,213
Bareilly,28.364,79.415,0,1000000,104
Quang ha,15.9333,108.2667,0,1000000,248
Domaa-ahenkro,7.2833,-2.8833,0,1000000,85
Oklahoma city,35.4676,-97.5136,0,994284,240
Xingcheng,24.1681,115.6669,0,993000,45
Dongtai,32.8534,120.3037,0,990306,45
Yingcheng,24.1878,113.4042,0,986400,45
Chiba,35.6073,140.1064,0,981738,113
Al mijlad,11.0339,27.74,0,985000,217
Pekanbaru,0.5092,101.4453,0,983356,105
Luocheng,22.7645,111.5745,0,984100,45
Dnipro,48.4675,35.04,0,980948,237
Danyang,31.9948,119.575,0,980662,45
Gode,5.9527,43.5516,0,980782,72
Natal,-6.9838,-60.2699,0,980588,31
Nada,19.5,109.5833,0,977700,45
Zamboanga city,6.9042,122.0761,0,977234,181
Kirkuk,35.4667,44.3167,0,975000,107
Bridgeport,41.1918,-73.1954,0,975078,240
Naples,40.8333,14.25,0,966144,111
Wuchuan,21.4283,110.7749,0,972400,45
Huilong,31.8131,121.6574,0,972525,45
Morelia,19.7683,-101.1894,0,962555,145
Morelia,19.7683,-101.1894,0,962555,146
Malaga,36.7194,-4.42,0,967250,215
Cebu city,10.32,123.75,0,964169,181
Al mansurah,31.05,31.3833,0,960423,65
Coimbatore,11.0168,76.9558,0,959823,104
Santo domingo este,18.4855,-69.8734,0,948855,63
Setagaya,35.6466,139.6532,0,940509,113
Songnam,37.4333,127.15,0,948757,120
Taishan,22.2486,112.785,0,953900,45
Teresina,-5.0949,-42.8042,0,953172,31
Solapur,17.68,75.92,0,951558,104
Tangier,35.7767,-5.8039,0,947952,152
Kermanshah,34.3142,47.065,0,952285,106
Krasnodar,45.0333,38.9667,0,948827,188
Baidoa,3.1167,43.65,0,950000,211
Gaalkacyo,6.7697,47.4308,0,950000,211
Anqiu,36.3619,119.1072,0,947723,45
Feicheng,36.186,116.772,0,946627,45
Seberang jaya,5.4,100.4667,0,946092,136
El alto,-16.5047,-68.1633,0,943000,27
El alto,-16.5047,-68.1633,0,943000,28
Kitakyushu,33.8833,130.8833,0,935084,113
Meishan,34.1736,112.839,0,936000,45
Khartoum north,15.6333,32.6333,0,936349,217
Kisangani,0.5153,25.1911,0,935977,51
Aguascalientes,21.876,-102.296,0,934424,145
Aguascalientes,21.876,-102.296,0,934424,146
Marrakech,31.63,-8.0089,0,928850,152
Donetsk,48.0028,37.8053,0,929063,237
Trujillo,-8.112,-79.0288,0,919899,180
New orleans,30.0687,-89.9288,0,925443,240
Taihe,30.8706,105.3784,0,924531,45
Trichinopoly,10.7903,78.7047,0,916857,104
Xin'an,34.3662,118.3369,0,920628,45
Taihecun,45.768,131.0063,0,920471,45
Kashgar,39.4681,75.9938,0,920000,45
Naucalpan de juarez,19.4753,-99.2378,0,913681,145
Naucalpan de juarez,19.4753,-99.2378,0,913681,146
Cankaya,39.9244,32.8856,0,914501,232
Santiago de cuba,20.0217,-75.8294,0,917340,56
Santiago de cuba,20.0217,-75.8294,0,917340,57
Owerri,5.4833,7.0333,0,908109,165
Padang,-0.95,100.3531,0,914970,105
Qingzhou,36.6967,118.4797,0,914047,45
Lichuan,30.2965,108.9378,0,913700,45
Santiago del estero,-27.7833,-64.2667,0,911506,10
Daye,30.1003,114.9699,0,909724,45
Hengzhou,22.6896,109.2674,0,908400,45
Fort worth,32.7817,-97.3474,0,908469,240
Hartford,41.7661,-72.6834,0,907046,240
Esenyurt,41.047,28.658,0,891120,232
Campo grande,-20.4839,-54.615,0,906092,31
Zhuanghe,39.6896,122.9664,0,905852,45
Bobo-dioulasso,11.1833,-4.2833,0,903887,34
Ad dammam,26.4333,50.1,0,903312,170
Quzhou,28.9545,118.8763,0,902767,45
Lhasa,29.6534,91.1719,0,902500,45
Jiaozhou,36.2481,119.9625,0,900500,45
Bunia,1.5667,30.25,0,900666,51
Taguig city,14.52,121.05,0,886722,181
Cancun,21.1606,-86.8475,0,888797,145
Cancun,21.1606,-86.8475,0,888797,146
Merida,20.97,-89.62,0,892363,145
Merida,20.97,-89.62,0,892363,146
Yangchun,22.1717,111.7846,0,891800,45
Dengtalu,36.1386,114.1066,0,887000,45
Moradabad,28.8389,78.7769,0,887871,104
Antipolo,14.5842,121.1763,0,887399,181
Abeokuta,7.1608,3.3483,0,888924,165
Bucheon,37.5,126.7833,0,867678,120
Zhoushan,29.9887,122.2049,0,882932,45
Tiruppur,11.1085,77.3411,0,877778,104
Natal,-5.7833,-35.2,0,877662,31
Chihuahua,28.6353,-106.0889,0,878062,145
Chihuahua,28.6353,-106.0889,0,878062,146
Klang,3.0333,101.45,0,878000,136
As sulaymaniyah,35.5572,45.4356,0,878146,107
Gurgaon,28.456,77.029,0,876824,104
Turin,45.0792,7.6761,0,870952,111
Tucson,32.1541,-110.8787,0,875284,240
Hai'an,32.532,120.4604,0,874334,45
Ar ramadi,33.4258,43.2992,0,874543,107
Laiyang,36.9758,120.7136,0,874127,45
Sale,34.0333,-6.8,0,850403,152
Jalandhar,31.2569,75.4432,0,873725,104
Marseille,43.2964,5.37,0,870731,77
Bucaramanga,7.1333,-73.0,0,870752,47
Bucaramanga,7.1333,-73.0,0,870752,48
Kaifeng chengguanzhen,34.8519,114.3481,0,872000,45
Ikeja,6.6186,3.3426,0,861300,165
Eskisehir,39.7767,30.5206,0,871187,232
Saltillo,25.4231,-100.9919,0,864431,145
Saltillo,25.4231,-100.9919,0,864431,146
Gaomi,36.3833,119.75,0,868715,45
Liverpool,53.4075,-2.9919,0,864122,239
Ipoh,4.5972,101.075,0,866772,136
Oran,35.6969,-0.6331,0,852000,3
Portsmouth,50.8058,-1.0872,0,855679,239
Southampton,50.9025,-1.4042,0,855569,239
Hermosillo,29.0989,-110.9542,0,855563,145
Hermosillo,29.0989,-110.9542,0,855563,146
Cochabamba,-17.3833,-66.1667,0,856198,27
Cochabamba,-17.3833,-66.1667,0,856198,28
Weichanglu,37.1792,119.9333,0,859424,45
Shache,38.4261,77.25,0,851374,45
Wuxi,26.5895,111.8481,0,853197,45
Leping,28.9632,117.1203,0,852800,45
Hailun,47.4585,126.9632,0,850000,45
Macheng,31.1817,115.0189,0,849090,45
Akure,7.25,5.195,0,847903,165
Ilorin,8.5,4.55,0,847582,165
Yuci,37.6823,112.7281,0,840000,45
Saratov,51.5333,46.0167,0,845300,188
Erbil,36.1912,44.0092,0,846000,107
Iguacu,-22.74,-43.47,0,844583,31
Pasig city,14.575,121.0833,0,803159,181
Dehui,44.5333,125.7,0,839786,45
Kalkaji devi,28.5485,77.2513,0,824177,104
Bhubaneshwar,20.27,85.84,0,837737,104
Honolulu,21.3294,-157.846,0,835291,240
Tongchuan,34.9057,108.9422,0,834437,45
Cheongju,36.6333,127.4833,0,833276,120
Chengxiang,31.4515,121.1043,0,831113,45
Thessaloniki,40.6403,22.9347,0,824676,87
Warri,5.5167,5.75,0,830106,165
Sakai,34.5733,135.4831,0,824408,113
Pointe-noire,-4.8,11.85,0,829134,50
Rongjiawan,29.1409,113.1087,0,826000,45
Mediouna,33.45,-7.51,0,822851,152
Butterworth,5.3992,100.3639,0,821652,136
Renqiu,38.7094,116.1008,0,822455,45
Xindi,29.8182,113.4653,0,819446,45
Bhayandar,19.29,72.85,0,809378,104
Wu'an,36.6941,114.1847,0,819000,45
Sao bernardo do campo,-23.7,-46.55,0,816925,31
Mandvi,19.3,72.85,0,814655,104
Barinas,8.6333,-70.2,0,816264,246
Barinas,8.6333,-70.2,0,816264,247
Zijinglu,34.7513,112.9854,0,807857,45
Gaoyou,32.7847,119.4432,0,811800,45
Culiacan,24.8069,-107.3939,0,808416,145
Culiacan,24.8069,-107.3939,0,808416,146
Hejian,38.4451,116.0897,0,810306,45
Yiyang,26.4103,112.3913,0,810447,45
Puxi,35.2125,114.735,0,809535,45
Androtsy,-24.1,46.3,0,809313,134
Mcallen,26.2252,-98.2467,0,809002,240
Qingping,34.538,113.3796,0,797200,45
Omaha,41.2627,-96.0529,0,806485,240
Joao pessoa,-7.12,-34.88,0,801718,31
Dongyang,29.2785,120.2282,0,804398,45
Queretaro,20.5875,-100.3928,0,801940,145
Queretaro,20.5875,-100.3928,0,801940,146
Krakow,50.0614,19.9372,0,800653,183
George town,5.4144,100.3292,0,794313,136
Abaete,-19.1583,-45.4522,0,800000,31
Palermo,2.8917,-75.4375,0,800000,47
Palermo,2.8917,-75.4375,0,800000,48
Valencia,39.47,-0.3764,0,792492,215
Xigaze,29.25,88.8833,0,798153,45
El paso,31.8476,-106.43,0,794344,240
Seyhan,36.9831,35.3328,0,792536,232
Niigata,37.9161,139.0364,0,790646,113
Hempstead,40.6629,-73.6089,0,791018,240
Leeds,53.8003,-1.5497,0,789194,239
Hamamatsu,34.7108,137.7275,0,788211,113
Bagcilar,41.0344,28.8564,0,734369,232
Xiangxiang,27.7389,112.5223,0,787216,45
Bilbao,43.2569,-2.9236,0,775000,215
Chaohucun,31.6783,117.7353,0,782000,45
Fuyang,30.0553,119.95,0,771000,45
Homs,34.7333,36.7167,0,775404,223
Kucukcekmece,41.0,28.8,0,770317,232
Lubango,-14.9167,13.5,0,776249,7
Zouping,36.8625,117.7424,0,774517,45
Khujand,40.2833,69.6333,0,770000,225
San luis potosi,22.1511,-100.9761,0,772828,145
San luis potosi,22.1511,-100.9761,0,772828,146
Nottingham,52.9533,-1.15,0,768638,239
Cencheng,22.9297,111.0186,0,772113,45
Dali,25.6808,100.3003,0,771128,45
Hamhung,39.9167,127.5333,0,768551,119
Korla,41.7259,86.1746,0,770000,45
Rajshahi,24.3667,88.6,0,763580,18
Erzurum,39.9086,41.2769,0,767848,232
Frankfurt,50.1106,8.6822,0,764104,84
Al `ayn,24.2075,55.7447,0,766936,238
Songzi,30.1772,111.7732,0,765911,45
Albuquerque,35.1054,-106.6465,0,765693,240
Patiala,30.34,76.38,0,763280,104
Laixi,36.8667,120.5333,0,762900,45
Bahawalpur,29.3956,71.6836,0,762111,174
Zhongba,31.7761,104.7406,0,762140,45
Kaduna,10.5167,7.4333,0,760084,165
Qingnian,36.8494,115.7061,0,760781,45
San pedro sula,15.5,-88.0333,0,760182,100
Qamdo,31.1375,97.1777,0,760966,45
Xinhualu,34.3962,113.7249,0,758079,45
Nerima,35.7355,139.6517,0,742463,113
Guangshui,31.6189,113.8229,0,755910,45
Pietermaritzburg,-29.6167,30.3833,0,750845,212
Baardheere,2.3333,42.2833,0,755500,211
Tlajomulco de zuniga,20.4736,-103.4431,0,727750,145
Tlajomulco de zuniga,20.4736,-103.4431,0,727750,146
Samarinda,-0.5,117.1378,0,753370,105
Changhua,24.0667,120.5333,0,750000,224
Sizhan,39.0099,106.3694,0,751389,45
Ciudad guayana,8.3667,-62.65,0,751331,246
Ciudad guayana,8.3667,-62.65,0,751331,247
Cucuta,7.8942,-72.5039,0,750000,47
Cucuta,7.8942,-72.5039,0,750000,48
Dhulia,20.8997,74.7697,0,750000,104
Burco,9.5279,45.5345,0,750211,211
